Id,Title,IsUpgraded,Tier,TierSource,TrainingLabel,Axes,Tags,UpgradeCost,UpgradeDesc,Cost,Type,Rarity,Pool,Character,Score,Description,Keywords,SynergyAxesSource,Notes,TierModel,TierModelDelta,TierModelScore
CARD.SNAKEBITE,뱀 물기+,True,C,ml-published,A,POISON;RETAIN_SELF;POISON_PRODUCER,독,,,2,Skill,Common,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,69,"[gold]보존[/gold].
[gold]중독[/gold]을 10 부여합니다.",Retain,POISON,,C,-2,0.99
CARD.SNAKEBITE,뱀 물기,False,C,ml-published,A,POISON;RETAIN_SELF;POISON_PRODUCER,독,,"[gold]보존[/gold].
[gold]중독[/gold]을 10 부여합니다.",2,Skill,Common,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,66,"[gold]보존[/gold].
[gold]중독[/gold]을 7 부여합니다.",Retain,POISON,,C,-2,1.01
CARD.SNAP,넘기기+,True,C,ml-published,B,,,,,1,Attack,Common,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,53,"[gold]골골이[/gold]가 피해를 10 줍니다.
[gold]손[/gold]에 있는 카드 1장에
[gold]보존[/gold]을 추가합니다.",OstyAttack,,,C,-1,1.03
CARD.SNAP,넘기기,False,C,ml-published,B,,,,"[gold]골골이[/gold]가 피해를 10 줍니다.
[gold]손[/gold]에 있는 카드 1장에
[gold]보존[/gold]을 추가합니다.",1,Attack,Common,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,50,"[gold]골골이[/gold]가 피해를 7 줍니다.
[gold]손[/gold]에 있는 카드 1장에
[gold]보존[/gold]을 추가합니다.",OstyAttack,,,C,-1,1.02
CARD.SNEAKY,비열함+,True,S,ml-published,S,BLOCK;CUNNING_PRODUCER,방어,,,2,Power,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,78,"[gold]교활[/gold].
다른 플레이어가
적을 공격할 때마다,
[gold]방어도[/gold]를 2 얻습니다.",Sly,BLOCK,,S,0,3.84
CARD.SNEAKY,비열함,False,S,ml-published,S,BLOCK;CUNNING_PRODUCER,방어,,"[gold]교활[/gold].
다른 플레이어가
적을 공격할 때마다,
[gold]방어도[/gold]를 2 얻습니다.",2,Power,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,75,"[gold]교활[/gold].
다른 플레이어가
적을 공격할 때마다,
[gold]방어도[/gold]를 1 얻습니다.",Sly,BLOCK,,S,0,3.94
CARD.SOLAR_STRIKE,태양의 타격+,True,C,ml-published,B,STAR_PRODUCER,,,,1,Attack,Common,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,59,"피해를 10 줍니다.
[img]res://images/packed/sprite_fonts/star_icon.png[/img][img]res://images/packed/sprite_fonts/star_icon.png[/img]을 얻습니다.",Strike,STAR,,C,-1,1.20
CARD.SOLAR_STRIKE,태양의 타격,False,C,ml-published,B,STAR_PRODUCER,,,"피해를 10 줍니다.
[img]res://images/packed/sprite_fonts/star_icon.png[/img][img]res://images/packed/sprite_fonts/star_icon.png[/img]을 얻습니다.",1,Attack,Common,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,56,"피해를 9 줍니다.
[img]res://images/packed/sprite_fonts/star_icon.png[/img]을 얻습니다.",Strike,STAR,,C,-1,1.22
CARD.SOUL,영혼+,True,B,ml-published,B,EXHAUST_TAG;SOUL_PRODUCER;DRAW,드로우;소모,,,0,Skill,Token,CARD_POOL.TOKEN_CARD_POOL,CARD_POOL.TOKEN_CARD_POOL,56,"카드를 3장 뽑습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|SOUL,,B,0,2.39
CARD.SOUL,영혼,False,B,ml-published,B,EXHAUST_TAG;SOUL_PRODUCER;DRAW,드로우;소모,,"카드를 3장 뽑습니다.
[gold]소멸[/gold].",0,Skill,Token,CARD_POOL.TOKEN_CARD_POOL,CARD_POOL.TOKEN_CARD_POOL,53,"카드를 2장 뽑습니다.
[gold]소멸[/gold].",Exhaust,EXHAUST|SOUL,,B,0,2.41
CARD.SOUL_STORM,영혼 폭풍+,True,C,ml-published,S,EXHAUST_TAG;SCALING;SOUL_PRODUCER;SOUL_CONSUMER;EXHAUST_CONSUMER,소모,,,1,Attack,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,85,"피해를 9 줍니다.
[gold]소멸된 카드 더미[/gold]에 있는
[gold]영혼[/gold] 1장당 피해량이
3 증가합니다.",,EXHAUST|SCALING|SOUL,,C,-3,1.18
CARD.SOUL_STORM,영혼 폭풍,False,C,ml-published,S,EXHAUST_TAG;SCALING;SOUL_PRODUCER;SOUL_CONSUMER;EXHAUST_CONSUMER,소모,,"피해를 9 줍니다.
[gold]소멸된 카드 더미[/gold]에 있는
[gold]영혼[/gold] 1장당 피해량이
3 증가합니다.",1,Attack,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,83,"피해를 9 줍니다.
[gold]소멸된 카드 더미[/gold]에 있는
[gold]영혼[/gold] 1장당 피해량이
2 증가합니다.",,EXHAUST|SCALING|SOUL,,C,-3,1.16
CARD.SOVEREIGN_BLADE,군주의 칼날+,True,B,ml-published,B,RETAIN_SELF,,,,1,Attack,Token,CARD_POOL.TOKEN_CARD_POOL,CARD_POOL.TOKEN_CARD_POOL,49,"[gold]보존[/gold].
피해를 10 줍니다.",Retain,,,B,0,1.91
CARD.SOVEREIGN_BLADE,군주의 칼날,False,B,ml-published,C,RETAIN_SELF,강화 가치+,1,,2,Attack,Token,CARD_POOL.TOKEN_CARD_POOL,CARD_POOL.TOKEN_CARD_POOL,43,"[gold]보존[/gold].
피해를 10 줍니다.",Retain,,,B,0,1.49
CARD.SOW,파종+,True,B,ml-published,B,AOE_OTHER;RETAIN_SELF;AOE_DAMAGE,광역,,,1,Attack,Common,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,57,"[gold]보존[/gold].
모든 적에게
피해를 11 줍니다.",Retain,AOE,,B,0,1.97
CARD.SOW,파종,False,B,ml-published,B,AOE_OTHER;RETAIN_SELF;AOE_DAMAGE,광역,,"[gold]보존[/gold].
모든 적에게
피해를 11 줍니다.",1,Attack,Common,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,54,"[gold]보존[/gold].
모든 적에게
피해를 8 줍니다.",Retain,AOE,,B,0,1.88
CARD.SPECTRUM_SHIFT,스펙트럼 이동+,True,C,ml-published,B,RANDOM,주의,,,1,Power,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,56,"내 턴 시작 시, 무작위
무색 카드를 1장
[gold]손[/gold]으로 가져옵니다.",,,,C,-1,1.09
CARD.SPECTRUM_SHIFT,스펙트럼 이동,False,C,ml-published,B,RANDOM,주의;강화 가치+,1,,2,Power,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,50,"내 턴 시작 시, 무작위
무색 카드를 1장
[gold]손[/gold]으로 가져옵니다.",,,,C,-1,1.14
CARD.SPEEDSTER,스피드스터+,True,D,ml-published,A,DRAW;AOE_OTHER;INNATE_SELF;AOE_DAMAGE;DURATION,드로우;광역,,,2,Power,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,67,"[gold]선천성[/gold].
내 턴 동안 카드를 뽑을
때마다, 모든 적에게
피해를 2 줍니다.",Innate,DRAW|AOE,,D,-3,0.14
CARD.SPEEDSTER,스피드스터,False,D,ml-published,A,DRAW;AOE_OTHER;AOE_DAMAGE;DURATION,드로우;광역;강화 가치,,"[gold]선천성[/gold].
내 턴 동안 카드를 뽑을
때마다, 모든 적에게
피해를 2 줍니다.",2,Power,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,64,"내 턴 동안 카드를 뽑을
때마다, 모든 적에게
피해를 2 줍니다.",,DRAW|AOE,,D,-3,0.15
CARD.SPINNER,스피너+,True,A,ml-published,A,ORB_PRODUCER,,,,1,Power,Rare,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,67,"[green][gold]유리[/gold]를 1번 [gold]영창[/gold]합니다.
[/green]내 턴 시작 시,
[gold]유리[/gold]를 1번 [gold]영창[/gold]합니다.",,,,A,0,2.97
CARD.SPINNER,스피너,False,A,ml-published,A,ORB_PRODUCER,,,,1,Power,Rare,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,64,"[green][gold]유리[/gold]를 1번 [gold]영창[/gold]합니다.
[/green]내 턴 시작 시,
[gold]유리[/gold]를 1번 [gold]영창[/gold]합니다.",,,,A,0,2.97
CARD.SPIRIT_OF_ASH,잿빛 혼령+,True,A,ml-published,S,BLOCK;VOLATILE_CONSUMER,방어,,,1,Power,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,72,"[gold]휘발성[/gold] 카드를
사용할 때마다,
[gold]방어도[/gold]를 5 얻습니다.",,BLOCK,,A,-1,2.99
CARD.SPIRIT_OF_ASH,잿빛 혼령,False,A,ml-published,A,BLOCK;VOLATILE_CONSUMER,방어,,"[gold]휘발성[/gold] 카드를
사용할 때마다,
[gold]방어도[/gold]를 5 얻습니다.",1,Power,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,69,"[gold]휘발성[/gold] 카드를
사용할 때마다,
[gold]방어도[/gold]를 4 얻습니다.",,BLOCK,,A,-1,2.95
CARD.SPITE,악의+,True,B,ml-published,B,DURATION,,,,0,Attack,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,54,"피해를 5 줍니다.
이번 턴 동안 체력을
잃었다면, 3번 적중합니다.",,,,B,0,1.95
CARD.SPITE,악의,False,B,ml-published,B,DURATION,,,"피해를 5 줍니다.
이번 턴 동안 체력을
잃었다면, 3번 적중합니다.",0,Attack,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,51,"피해를 5 줍니다.
이번 턴 동안 체력을
잃었다면, 2번 적중합니다.",,,,B,0,2.08
CARD.SPLASH,착수+,True,A,ml-published,A,SCALING;RANDOM;DURATION,주의,,,1,Skill,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,60,"다른 캐릭터의 무작위
[green][gold]강화[/gold]된 [/green]공격 카드 3장 중 1장을
선택해 [gold]손[/gold]으로 가져옵니다.
이번 턴 동안 그 카드를
비용 없이 사용할 수 있습니다.",,SCALING,,A,0,2.81
CARD.SPLASH,착수,False,A,ml-published,B,SCALING;RANDOM;DURATION,주의,,,1,Skill,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,57,"다른 캐릭터의 무작위
[green][gold]강화[/gold]된 [/green]공격 카드 3장 중 1장을
선택해 [gold]손[/gold]으로 가져옵니다.
이번 턴 동안 그 카드를
비용 없이 사용할 수 있습니다.",,SCALING,,A,0,2.81
CARD.SPOILS_OF_BATTLE,전투의 성과+,True,C,ml-published,B,DRAW,드로우,,,1,Skill,Common,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,53,"[gold]단조[/gold] 8.
카드를 2장 뽑습니다.",,,,C,-1,1.75
CARD.SPOILS_OF_BATTLE,전투의 성과,False,C,ml-published,B,DRAW,드로우,,"[gold]단조[/gold] 8.
카드를 2장 뽑습니다.",1,Skill,Common,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,50,"[gold]단조[/gold] 5.
카드를 2장 뽑습니다.",,,,C,-1,1.56
CARD.SPORE_MIND,포자 잠식,False,D,ml-published,D,EXHAUST_TAG,소모,,,1,Curse,Curse,CARD_POOL.CURSE_CARD_POOL,CARD_POOL.CURSE_CARD_POOL,30,[gold]소멸[/gold].,Exhaust,EXHAUST,,D,0,1.21
CARD.SPUR,격려+,True,C,ml-published,A,RETAIN_SELF;HEAL;SKELETON_PRODUCER,생존,,,1,Skill,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,65,"[gold]보존[/gold].
[gold]소환[/gold] 5.
[gold]골골이[/gold]가
체력을 7 회복합니다.",Retain,,,C,-2,1.07
CARD.SPUR,격려,False,C,ml-published,A,RETAIN_SELF;HEAL;SKELETON_PRODUCER,생존,,"[gold]보존[/gold].
[gold]소환[/gold] 5.
[gold]골골이[/gold]가
체력을 7 회복합니다.",1,Skill,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,62,"[gold]보존[/gold].
[gold]소환[/gold] 3.
[gold]골골이[/gold]가
체력을 5 회복합니다.",Retain,,,C,-2,1.16
CARD.SQUASH,짓누르기+,True,B,ml-published,B,DEBUFF;VULN,취약,,,1,Attack,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,55,"피해를 12 줍니다.
[gold]취약[/gold]을 3 부여합니다.",,,,B,0,2.06
CARD.SQUASH,짓누르기,False,B,ml-published,B,DEBUFF;VULN,취약,,"피해를 12 줍니다.
[gold]취약[/gold]을 3 부여합니다.",1,Attack,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,52,"피해를 10 줍니다.
[gold]취약[/gold]을 2 부여합니다.",,,,B,0,1.99
CARD.SQUEEZE,쥐어짜기+,True,C,ml-published,A,SCALING,,,,3,Attack,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,66,"[gold]골골이[/gold]가 피해를 30 줍니다.
다른 모든 [gold]골골이[/gold]
공격 카드 1장당
피해량이 6 증가합니다.",OstyAttack,SCALING,,C,-2,1.05
CARD.SQUEEZE,쥐어짜기,False,C,ml-published,A,SCALING,,,"[gold]골골이[/gold]가 피해를 30 줍니다.
다른 모든 [gold]골골이[/gold]
공격 카드 1장당
피해량이 6 증가합니다.",3,Attack,Rare,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,63,"[gold]골골이[/gold]가 피해를 25 줍니다.
다른 모든 [gold]골골이[/gold]
공격 카드 1장당
피해량이 5 증가합니다.",OstyAttack,SCALING,,C,-2,1.01
CARD.STACK,스택+,True,B,ml-published,B,BLOCK,방어,,,1,Skill,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,58,"[gold]버린 카드 더미[/gold]에 있는
카드의 수[green] +3[/green]만큼
[gold]방어도[/gold]를 얻습니다.",,BLOCK,,B,0,2.09
CARD.STACK,스택,False,B,ml-published,B,BLOCK,방어,,"[gold]버린 카드 더미[/gold]에 있는
카드의 수[green] +3[/green]만큼
[gold]방어도[/gold]를 얻습니다.",1,Skill,Event,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,55,"[gold]버린 카드 더미[/gold]에 있는
카드의 수[green] +0[/green]만큼
[gold]방어도[/gold]를 얻습니다.",,BLOCK,,B,0,2.09
CARD.STAMPEDE,쇄도+,True,B,ml-published,B,RANDOM,주의,,,1,Power,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,56,"내 턴 종료 시, [gold]손[/gold]에 있는
무작위 공격 카드 1장이
무작위 적에게 사용됩니다.",,,,B,0,1.91
CARD.STAMPEDE,쇄도,False,B,ml-published,B,RANDOM,주의;강화 가치+,1,,2,Power,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,50,"내 턴 종료 시, [gold]손[/gold]에 있는
무작위 공격 카드 1장이
무작위 적에게 사용됩니다.",,,,B,0,1.80
CARD.STARDUST,우주 먼지+,True,A,ml-published,A,STAR_PRODUCER;RANDOM,주의,,,0,Attack,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,65,"무작위 적에게
피해를 7만큼 X번 줍니다.",,STAR,,A,0,2.95
CARD.STARDUST,우주 먼지,False,A,ml-published,A,STAR_PRODUCER;RANDOM,주의,,"무작위 적에게
피해를 7만큼 X번 줍니다.",0,Attack,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,62,"무작위 적에게
피해를 5만큼 X번 줍니다.",,STAR,,A,0,2.96
CARD.STOKE,화력 증폭+,True,B,ml-published,S,EXHAUST_TAG;SCALING;RANDOM;EXHAUST_PRODUCER,소모;주의,,,1,Skill,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,79,"[gold]손[/gold]에 있는 모든 카드를
[gold]소멸[/gold]시킵니다.
[gold]소멸[/gold]시킨 카드의 수만큼
무작위 [green][gold]강화[/gold]된 [/green]카드를
1장 [gold]손[/gold]으로 가져옵니다.",,EXHAUST|SCALING,,B,-2,2.04
CARD.STOKE,화력 증폭,False,B,ml-published,S,EXHAUST_TAG;SCALING;RANDOM;EXHAUST_PRODUCER,소모;주의,,,1,Skill,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,76,"[gold]손[/gold]에 있는 모든 카드를
[gold]소멸[/gold]시킵니다.
[gold]소멸[/gold]시킨 카드의 수만큼
무작위 [green][gold]강화[/gold]된 [/green]카드를
1장 [gold]손[/gold]으로 가져옵니다.",,EXHAUST|SCALING,,B,-2,2.04
CARD.STOMP,짓밟기+,True,B,ml-published,A,ENERGY;AOE_OTHER;AOE_DAMAGE;DURATION,광역,,,3,Attack,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,64,"모든 적에게
피해를 15 줍니다.
이번 턴 동안 사용한
공격 카드 1장당
[img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img] 비용이 1 감소합니다.",,ENERGY|AOE,,B,-1,1.92
CARD.STOMP,짓밟기,False,B,ml-published,A,ENERGY;AOE_OTHER;AOE_DAMAGE;DURATION,광역,,"모든 적에게
피해를 15 줍니다.
이번 턴 동안 사용한
공격 카드 1장당
[img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img] 비용이 1 감소합니다.",3,Attack,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,61,"모든 적에게
피해를 12 줍니다.
이번 턴 동안 사용한
공격 카드 1장당
[img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img] 비용이 1 감소합니다.",,ENERGY|AOE,,B,-1,1.97
CARD.STONE_ARMOR,돌 갑옷+,True,B,ml-published,B,,,,,1,Power,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,56,[gold]판금[/gold]을 6 얻습니다.,,,,B,0,1.85
CARD.STONE_ARMOR,돌 갑옷,False,B,ml-published,B,,,,[gold]판금[/gold]을 6 얻습니다.,1,Power,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,53,[gold]판금[/gold]을 4 얻습니다.,,,,B,0,1.88
CARD.STORM,폭풍+,True,B,ml-published,A,ORB_PRODUCER,,,,1,Power,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,68,"파워 카드를
사용할 때마다,
[gold]전기[/gold]를 2번 [gold]영창[/gold]합니다.",,,,B,-1,2.25
CARD.STORM,폭풍,False,B,ml-published,A,ORB_PRODUCER,,,"파워 카드를
사용할 때마다,
[gold]전기[/gold]를 2번 [gold]영창[/gold]합니다.",1,Power,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,65,"파워 카드를
사용할 때마다,
[gold]전기[/gold]를 1번 [gold]영창[/gold]합니다.",,,,B,-1,2.14
CARD.STORM_OF_STEEL,강철의 폭풍+,True,D,ml-published,A,,,,,1,Skill,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,69,"[gold]손[/gold]에 있는 모든 카드를
버립니다.
버린 카드의 수만큼
[gold][green]단도+[/green][/gold]를 [gold]손[/gold]으로 가져옵니다.",,,,D,-3,0.24
CARD.STORM_OF_STEEL,강철의 폭풍,False,D,ml-published,A,,,,,1,Skill,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,66,"[gold]손[/gold]에 있는 모든 카드를
버립니다.
버린 카드의 수만큼
[gold][green]단도+[/green][/gold]를 [gold]손[/gold]으로 가져옵니다.",,,,D,-3,0.24
CARD.STRANGLE,목 조르기+,True,C,ml-published,B,,,,,1,Attack,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,54,"피해를 10 줍니다.
이번 턴에 카드를
사용할 때마다, 대상 적이
체력을 3 잃습니다.",,,,C,-1,1.15
CARD.STRANGLE,목 조르기,False,C,ml-published,B,,,,"피해를 10 줍니다.
이번 턴에 카드를
사용할 때마다, 대상 적이
체력을 3 잃습니다.",1,Attack,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,51,"피해를 8 줍니다.
이번 턴에 카드를
사용할 때마다, 대상 적이
체력을 2 잃습니다.",,,,C,-1,1.32
CARD.STRATAGEM,책략+,True,C,ml-published,B,,,,,0,Power,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,56,"[gold]뽑을 카드 더미[/gold]를 섞을
때마다, 카드를 1장 선택해
[gold]손[/gold]으로 가져옵니다.",,,,C,-1,1.27
CARD.STRATAGEM,책략,False,C,ml-published,B,,강화 가치++,0,,1,Power,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,53,"[gold]뽑을 카드 더미[/gold]를 섞을
때마다, 카드를 1장 선택해
[gold]손[/gold]으로 가져옵니다.",,,,C,-1,1.16
CARD.STRIKE_DEFECT,타격+,True,C,ml-published,C,,,,,1,Attack,Basic,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,41,피해를 9 줍니다.,Strike,,,C,0,1.16
CARD.STRIKE_DEFECT,타격,False,C,ml-published,C,,,,피해를 9 줍니다.,1,Attack,Basic,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,38,피해를 6 줍니다.,Strike,,,C,0,1.16
CARD.STRIKE_IRONCLAD,타격+,True,C,ml-published,B,,,,,1,Attack,Basic,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,48,피해를 9 줍니다.,Strike,,,C,-1,1.16
CARD.STRIKE_IRONCLAD,타격,False,C,ml-published,C,,,,피해를 9 줍니다.,1,Attack,Basic,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,45,피해를 6 줍니다.,Strike,,,C,-1,1.16
CARD.STRIKE_NECROBINDER,타격+,True,C,ml-published,C,,,,,1,Attack,Basic,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,37,피해를 9 줍니다.,Strike,,,C,0,1.16
CARD.STRIKE_NECROBINDER,타격,False,C,ml-published,D,,,,피해를 9 줍니다.,1,Attack,Basic,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,34,피해를 6 줍니다.,Strike,,,C,0,1.16
CARD.STRIKE_REGENT,타격+,True,C,ml-published,C,,,,,1,Attack,Basic,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,38,피해를 9 줍니다.,Strike,,,C,0,1.16
CARD.STRIKE_REGENT,타격,False,C,ml-published,D,,,,피해를 9 줍니다.,1,Attack,Basic,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,35,피해를 6 줍니다.,Strike,,,C,0,1.16
CARD.STRIKE_SILENT,타격+,True,C,ml-published,C,,,,,1,Attack,Basic,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,41,피해를 9 줍니다.,Strike,,,C,0,1.16
CARD.STRIKE_SILENT,타격,False,C,ml-published,C,,,,피해를 9 줍니다.,1,Attack,Basic,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,38,피해를 6 줍니다.,Strike,,,C,0,1.16
CARD.SUBROUTINE,서브루틴+,True,B,ml-published,A,ENERGY;POWER_CONDITIONAL,에너지,,,0,Power,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,71,"파워 카드를 사용할
때마다, [img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]를 얻습니다.",,ENERGY,,B,-1,2.07
CARD.SUBROUTINE,서브루틴,False,B,ml-published,A,ENERGY;POWER_CONDITIONAL,에너지;강화 가치++,0,,1,Power,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,68,"파워 카드를 사용할
때마다, [img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]를 얻습니다.",,ENERGY,,B,-1,2.05
CARD.SUCKER_PUNCH,불의의 일격+,True,B,ml-published,B,DEBUFF;WEAK,약화,,,1,Attack,Common,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,53,"피해를 10 줍니다.
[gold]약화[/gold]를 2 부여합니다.",,,,B,0,1.93
CARD.SUCKER_PUNCH,불의의 일격,False,B,ml-published,B,DEBUFF;WEAK,약화,,"피해를 10 줍니다.
[gold]약화[/gold]를 2 부여합니다.",1,Attack,Common,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,50,"피해를 8 줍니다.
[gold]약화[/gold]를 1 부여합니다.",,,,B,0,2.03
CARD.SUMMON_FORTH,대령하라+,True,C,ml-published,B,,,,,1,Skill,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,56,"[gold]단조[/gold] 11.
어디에 있든 [gold]군주의 칼날[/gold]을 [gold]손[/gold]으로 가져옵니다.",,,,C,-1,1.03
CARD.SUMMON_FORTH,대령하라,False,C,ml-published,B,,,,"[gold]단조[/gold] 11.
어디에 있든 [gold]군주의 칼날[/gold]을 [gold]손[/gold]으로 가져옵니다.",1,Skill,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,53,"[gold]단조[/gold] 8.
어디에 있든 [gold]군주의 칼날[/gold]을 [gold]손[/gold]으로 가져옵니다.",,,,C,-1,1.02
CARD.SUNDER,찢기+,True,A,ml-published,A,ENERGY,에너지,,,3,Attack,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,62,"피해를 32 줍니다.
이 카드로 적을 처치 시, [img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img][img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img][img]res://images/packed/sprite_fonts/defect_energy_icon.png[/img]을 얻습니다.",,ENERGY,,A,0,2.92
